,0
0,1.348850095961052
1,1.6251586600814334
2,1.447986745148738
3,1.3928766141269329
4,1.3888904304173695
5,0.9472686540308305
6,1.490111688807299
7,1.4632150335392893
8,1.5472919847442075
9,1.7447264120228367
10,1.23407811307534
11,1.4460813140774953
12,1.2116583006248483
13,1.2475672077811897
14,1.4819316262828213
15,1.5301133794132098
16,1.5387839606821994
17,1.2293124612047486
18,1.4335796462988237
19,1.5355133126537122
20,1.8900858954934474
21,1.1630661510567692
22,1.5237674059141482
23,1.4903668076036487
24,1.5081438866318717
25,1.641016207429981
26,1.2644329562450753
27,1.2684718197137135
28,1.2300960045175615
29,1.326644400447548
30,1.5362183224059631
31,1.6310971839027273
32,1.1850274604556275
33,1.228720715791264
34,1.649179902255239
35,1.648396516343483
36,1.323507855342518
37,1.324712388872655
38,1.2876793562781366
39,1.5262059180610172
40,1.5142567332985726
41,1.4628398431829681
42,1.5048637974364878
43,1.8336686216083349
44,1.4043706072789897
45,1.4144863711056268
46,1.351209662000467
47,1.1013311686513751
48,1.341661131201065
49,1.806127830776697
50,1.3838430596236662
51,1.5324698375017805
52,1.5149283923528913
53,1.469863257676271
54,2.0395905557707765
55,1.5101378337108802
56,1.5203454817054662
57,1.3073606471366548
58,1.7695618878543131
59,1.5466533134232416
60,1.90264920267283
61,1.5165898449745738
62,1.562839424986491
63,1.6917099226761678
64,1.1930214225957292
65,1.3204739000441779
66,1.4456634022935388
67,1.4519418457626105
68,1.2397975989666647
69,1.7364533334293364
70,1.9836515615543524
71,1.7635220887182206
72,1.3518381186989215
73,1.5397919374510505
74,1.6028433685933399
75,1.9213186378119633
76,1.3383283713500418
77,1.5039687008894371
78,1.467909374081913
79,1.3088218794588786
80,1.217735359121109
81,1.3144503222123265
82,1.2262227549956528
83,1.3580272386533976
84,1.1849549936984005
85,1.374401682766802
86,1.641980977474664
87,1.4228185842498702
88,1.423893592491316
89,1.495570058884081
90,1.543428041188902
91,1.6042478251812962
92,1.366885308416189
93,1.3777225503547195
94,1.539303087667867
95,1.4126521315082137
96,1.5774300385375462
97,1.263720700662796
98,1.6774486656072536
99,1.3271423668048026
100,1.7007628717181242
101,1.559034466836965
102,1.5518103452312455
103,1.4536740616128052
104,1.4711883702685662
105,1.2802350128216073
106,1.5838727692784713
107,1.311511149707101
108,1.771094047331379
109,1.4060147012762774
110,1.3224281823247206
111,1.503177671719971
112,1.7075011955339763
113,1.502988934968766
114,1.2262108703110235
115,1.4076838316173907
116,1.545611492727946
117,1.2455688699501788
118,1.552367019427719
119,1.4316293424209228
120,1.7310447917424387
121,1.4023609735581195
122,1.6006744059220406
123,1.2196171941482286
124,1.3412511625646688
125,1.6475779596635398
126,1.3724119608185907
127,1.3340585257892146
128,1.2093467353284066
129,1.7345578742595211
130,1.5748667866912551
131,1.5359936282323876
132,2.3088777665495543
133,1.4505363451677613
134,1.4217727234768602
135,1.9453724643093895
136,1.6020991058872491
137,1.4632789625427514
138,1.5206747903725684
139,1.3112165249489638
140,1.4761478643900845
141,1.5512345525673534
142,1.3923252057160216
143,1.2949785450140663
144,1.6970918488344382
145,1.3415990534269249
146,1.3429597019296153
147,1.3280921304049087
148,1.463166450538509
149,1.4211041339828099
150,1.5424861123894074
151,1.4502223232725715
152,1.2958230616473845
153,1.5670660110422991
154,1.3632156864252607
155,1.3671735399861022
156,1.271585596623993
157,1.2670048481690883
158,1.6457527707795092
159,1.6958264342335876
160,1.4492539110163447
161,1.1149767948901133
162,1.412830790643328
163,1.4927556484605151
164,2.0232945632079455
165,1.570961142934832
166,1.8087766389109805
167,1.4635453875836326
168,1.374983617015541
169,1.6073637729568941
170,1.298488191079509
171,1.425894784641904
172,1.3734579535347704
173,1.147922519333799
174,1.4901937625433634
175,1.6336469755136385
176,1.4917495958731994
177,1.611665313904176
178,1.28430738704653
179,1.482930869955494
180,1.4259362861400582
181,1.3548584942096618
182,1.3101532408928867
183,1.5201288292471336
184,1.5214710130926414
185,1.0334015286532614
186,1.6245938842727443
187,1.4051993396861049
188,1.280905550616826
189,1.6754578297296328
190,1.2291357428880454
191,1.4911248330613234
192,1.7301942343571604
193,1.6022366623220006
194,1.5097544927883835
195,1.2008152517563668
196,1.3697360934436729
197,1.2371274302467496
198,1.467153415789735
199,1.4096430368311033
200,1.4309349490242957
201,1.5107210190450577
202,1.4049631501737365
203,1.5051567440790705
204,1.238151419643643
205,1.8098715696997556
206,1.3047510476894255
207,1.3129671424839635
208,1.217166720994131
209,1.5079821321295919
210,1.4657115522819966
211,1.227461384120953
212,1.5476271883209964
213,1.7148141344667467
214,1.7703485403683825
215,1.565326245212991
216,1.8428045932345918
217,1.496830887055142
218,1.7124647628352645
219,1.1392323070871186
220,1.6018696407112394
221,1.5722512767708146
222,1.4027556147424287
223,1.381247951967455
224,1.7606383620335009
225,1.4191928803729483
226,1.4409116087491816
227,1.3544396482313552
228,1.3901172439657066
229,1.5893327668820854
230,1.6338826654187433
231,1.2265270101517702
232,1.4665839875755544
233,1.4870255003125306
234,1.6489468978106285
235,1.6218612922883195
236,1.6129624526481272
237,1.7244180640976516
238,1.5675931256519866
239,1.2236829869540506
240,1.3834203361159276
241,1.4308973682859805
242,2.066372642788372
243,1.2599039284659004
244,1.004128453636036
245,1.6060270445669278
246,1.3683398579505124
247,1.9736998797999585
248,1.3235177679950072
249,1.305281429318661
