,0
0,1.36121955324877
1,1.4100679363407946
2,1.4326015205872682
3,1.4043749495337048
4,1.4477329194992894
5,1.0657266070557172
6,1.5347105150250557
7,1.3865613844111784
8,1.5199002729215167
9,1.6832908420611266
10,1.3716034323893604
11,1.2943520092646958
12,1.2587712330446128
13,1.3892967070624096
14,1.5533728000433056
15,1.4685799299007318
16,1.5541341335698446
17,1.3970380292855211
18,1.4171372575631582
19,1.418603866306182
20,1.6579775230414822
21,1.4216434243610951
22,1.426961986583439
23,1.4354003705904606
24,1.5873125958323488
25,1.3453931178392016
26,1.3110311300120878
27,1.1506847032367071
28,1.4297920195629452
29,1.465660446971985
30,1.4591833696186456
31,1.571552368134785
32,1.2828834452693865
33,1.3326735460705696
34,1.5806694778183485
35,1.4614662983839979
36,1.4540958291720543
37,1.4719858350743378
38,1.2891616209904293
39,1.5809981942309246
40,1.3672020459421472
41,1.491155451513087
42,1.5464010672958841
43,1.648492597296638
44,1.551582708366613
45,1.4795808992335604
46,1.4930087398910494
47,1.4566490315975658
48,1.342519353630408
49,1.8144876774715606
50,1.3932498496567942
51,1.5750686934816704
52,1.5971549131249043
53,1.5070569405381582
54,1.763329016126453
55,1.5128672941564023
56,1.3503909971855936
57,1.374883344787195
58,1.5404821086173097
59,1.49846160824145
60,1.4386805586677003
61,1.3850465503931102
62,1.4992365338861378
63,1.5088130083755817
64,1.237736969024785
65,1.4258946797733698
66,1.4008385350013237
67,1.380914381789802
68,1.3066609267854166
69,1.5776840339963276
70,1.7749974007132254
71,1.5315087837177568
72,1.3727848607572768
73,1.4003749131534862
74,1.4881634292572128
75,1.6018547412187618
76,1.2282890154108943
77,1.4763129565162514
78,1.4569508413345575
79,1.3670270288566688
80,1.2286083185266705
81,1.4052681101269777
82,1.3030842120719557
83,1.5094615637645727
84,1.3540720385227154
85,1.3056984833231564
86,1.483322564727308
87,1.408775144936513
88,1.3284715997095007
89,1.4113948455261283
90,1.7356944111305026
91,1.4542905708069571
92,1.4365870181163929
93,1.4265369518121065
94,1.5881283567589612
95,1.5330845683239525
96,1.5579494087055712
97,1.3133047792167707
98,1.6347674995799724
99,1.4546883303067237
100,1.5526294328901922
101,1.4983242283942833
102,1.5492453583349233
103,1.4923678673595755
104,1.41211806428831
105,1.3389528716132406
106,1.5471097961900426
107,1.3333604296568577
108,1.7161919197507565
109,1.4694106094023043
110,1.350459259553609
111,1.5368347712383081
112,1.502530493533842
113,1.532441068086441
114,1.295815823044172
115,1.4164843667867355
116,1.240481564292454
117,1.3931973989418154
118,1.4857423724493726
119,1.473599659412293
120,1.6176620304866693
121,1.3168681749168278
122,1.6196527047713734
123,1.3268255246756135
124,1.2812933029106104
125,1.4791167507191687
126,1.383348744623955
127,1.5717742905741177
128,1.2909831734300554
129,1.6428660044420005
130,1.6737660259808935
131,1.6456734909011985
132,1.458925901642384
133,1.4564724509052058
134,1.34059424216618
135,1.6458871685955072
136,1.391849761469755
137,1.5280306612575605
138,1.632769976228297
139,1.2946305537982932
140,1.5590579014323507
141,1.4749748698011944
142,1.4925169062983552
143,1.3008108825670273
144,1.6472586526661883
145,1.4327879009671363
146,1.3991213731752754
147,1.2888138234697881
148,1.524202431628275
149,1.5525792023238085
150,1.4828178269890167
151,1.2117493081355988
152,1.6045540489374146
153,1.36278717384209
154,1.356782116320992
155,1.3656336378461615
156,1.4911207789500527
157,1.347222657527678
158,1.6394723564355882
159,1.5022847212677677
160,1.49380249527788
161,1.3032760051875172
162,1.4227972639098425
163,1.4536884837450645
164,1.6688415890065633
165,1.4923495422957986
166,1.6978417424469403
167,1.4601794921502902
168,1.3925632901217806
169,1.4757982922532664
170,1.2642622496131866
171,1.326270621910171
172,1.3969362863669597
173,1.4150560889404513
174,1.360784965140409
175,1.487438431815737
176,1.5130518002410902
177,1.5156365116664436
178,1.4079119869676164
179,1.522965771388079
180,1.395237118738712
181,1.3380714988185194
182,1.3733157710288268
183,1.5617741246236707
184,1.5867512771021057
185,1.3982176998040976
186,1.5294309707265543
187,1.3642725617612668
188,1.2814449277279507
189,1.5938957760685835
190,1.5101776451359474
191,1.493400180138401
192,1.560312325127567
193,1.5464488212739067
194,1.4941402725390662
195,1.273358840490078
196,1.3731814082936125
197,1.2669925145245258
198,1.4825376064086784
199,1.4427505588897038
200,1.4451978666451804
201,1.5202386153620264
202,1.4065509622912464
203,1.5868370382674368
204,1.3738525201723681
205,1.5891223170922093
206,1.5269392676844584
207,1.3778198154509504
208,1.3374693809509284
209,1.453482998423692
210,1.3551010564327446
211,1.3403097658625283
212,1.477803496279191
213,1.6626799103403358
214,1.711908369664938
215,1.5038749906180913
216,1.4675343201879183
217,1.444263719992924
218,1.754039703237483
219,1.4224854850407458
220,1.5371834666504647
221,1.5232590875732201
222,1.4943322683894789
223,1.3520862757314822
224,1.7867174549352254
225,1.4520383308591778
226,1.4658953720566017
227,1.3903149775764438
228,1.4760570408194862
229,1.7013425444082644
230,1.553462893320359
231,1.3252230367518227
232,1.447374437762726
233,1.5421141097088438
234,1.4992247067287745
235,1.5317841486409007
236,1.5391296386190982
237,1.9713955491447086
238,1.5578302171239944
239,1.4192477224718532
240,1.3268020748008706
241,1.3884219198991097
242,1.7603066443780215
243,1.5004919249201258
244,1.2056885088529727
245,1.4870381554561662
246,1.3699751075029296
247,1.8098713826441117
248,1.3739361680742572
249,1.4441767117443645
