,0
0,1.4191570626583099
1,1.193506987168629
2,1.470011703883577
3,1.2734885754998466
4,1.6063382332832596
5,1.308425243545725
6,1.609912181080003
7,1.454227612506613
8,1.4888764020999754
9,1.5180951881546012
10,1.8068142230463644
11,1.306661194433068
12,1.4529583091468576
13,1.4998172763671485
14,1.3635773972640297
15,1.2980877150141967
16,1.3421098550732593
17,1.2299177904829743
18,1.37831289086842
19,1.2705600060741418
20,1.3790515239507113
21,1.7127201886641334
22,1.5726615632847716
23,1.3706645342092987
24,1.3117541189506703
25,1.6803293714612297
26,1.574992451812159
27,1.287987256479576
28,1.5260051793105474
29,1.4127415603663949
30,3.8452845040291426e-14
31,1.436285382329392
32,1.5785914731998294
33,1.5599252079033008
34,1.408921534300872
35,1.4066434037643853
36,1.2313026647121414
37,1.446040092961782
38,1.3931985907784936
39,1.4452823822747445
40,1.5231717288701219
41,1.5272748080500382
42,1.456079284950222
43,1.2028687483133742
44,1.322887700142809
45,1.3527443435845161
46,1.4930733026484875
47,1.2636153787531148
48,1.5203179330588357
49,1.2366455035235806
50,1.5228856457190887
51,1.3894706793467306
52,1.6254586500204333
53,1.5808740702617652
54,1.505572127325203
55,1.4420211036356856
56,1.463277064544802
57,1.348769666470132
58,1.5438807956643124
59,1.5190029491342156
60,1.5724422647598841
61,1.4187528783921959
62,1.5675420169930039
63,1.545082197925485
64,1.5748250077697066
65,1.347735056005227
66,1.3043809995131272
67,1.2923113108296258
68,1.4099779613417973
69,1.33797382052632
70,1.3517738406819046
71,1.396781714412796
72,1.2317646474466464
73,1.1483820715716346
74,1.4483831642097835
75,1.4969497756560308
76,1.6743272513562344
77,1.3743829570881905
78,1.2454449161201324
79,1.6136780469967822
80,1.1688113354057608
81,1.7048930962447233
82,1.6327677527418607
83,1.4782930825597682
84,1.583912399266567
85,1.3555333281827622
86,1.3033050378296211
87,1.498584108021142
88,1.4958225096195725
89,1.3563328755270334
90,1.5708883073685365
91,1.7477491110268806
92,1.378015651892426
93,1.33260105096042
94,1.477454572151003
95,1.8730385249050183
96,1.556283313200241
97,1.4076028799745461
98,1.2112033724853866
99,1.6720343133569602
100,1.2604021393205693
101,1.5788356426514845
102,1.5169224175774185
103,1.620275384370559
104,1.4036140017246794
105,1.4564546066636457
106,1.1018086901197617
107,1.3302622352197007
108,1.4945261065092144
109,1.2890555542409343
110,1.4295226916949126
111,1.6376291107152112
112,1.8039293007181352
113,1.2444480670970628
114,1.541477239041736
115,1.4865481894387502
116,1.6816333275970934
117,1.232642899109706
118,1.4167692886372683
119,1.5220712514680235
120,1.5226079567195323
121,1.553133077833148
122,1.5247623475093366
123,1.617699097293577
124,1.3516536052231494
125,1.7353266493175097
126,1.38248405272883
127,1.462611200705305
128,1.406832872377887
129,1.4313093521631142
130,1.507844405402368
131,1.7109238376384088
132,1.5582346748469986
133,1.3917437008906852
134,1.341558057484613
135,1.7195776909839307
136,1.6698474520173416
137,1.4781800452813874
138,1.661014551890051
139,1.571599612195315
140,1.4181928179257561
141,1.3652301632739876
142,1.4426284153218907
143,1.3514190238042687
144,1.6241090771072564
145,1.5045688395885133
146,1.3552238691440253
147,1.48453241070763
148,1.4529602395101353
149,1.6754122326092051
150,1.3454261395503695
151,1.3857388542066085
152,1.4295154598233208
153,1.4204460052639478
154,1.6196994436351526
155,1.4581847955995464
156,1.483471839823537
157,1.7100998592218128
158,1.347324407914383
159,1.4322019591968855
160,1.54009840773154
161,1.4840867785121206
162,1.1360671748112756
163,1.5404492575898354
164,1.5384075841537619
165,1.491664592345424
166,1.7548467787414797
167,1.3840945021829139
168,1.4844644242967109
169,1.4695893687894424
170,1.73624228662948
171,1.2790101480256706
172,1.361845257136586
173,1.4364608989971956
174,1.411662509166942
175,1.6208231366557175
176,1.4358406262193941
177,1.3454938782012988
178,1.3142410837669902
179,1.3086318732421662
180,1.779793360417671
181,2.0203566098417065
182,1.561916122737527
183,1.4986074302862955
184,1.5471574272533197
185,1.33234974546224
186,1.8695990433411345
187,1.545733931167737
188,1.8415615126738076
189,1.4497613406268408
190,1.5451982715616581
191,1.8112146136213354
192,1.3652396185920923
193,1.2098610262103018
194,1.3841712111552895
195,1.5692690658298816
196,1.257157627354904
197,1.313823231083966
198,1.4844936107944142
199,1.543004482304471
200,1.5462129265929085
201,1.687018323242691
202,1.4197678683954826
203,1.5000275597725647
204,1.0677363376049473
205,1.490025872880412
206,1.5550837641622626
207,1.5397143887274447
208,1.4728030131537866
209,1.8516824245940269
210,1.417886114884569
211,1.4391401479343933
212,1.2118625241112873
213,1.3378898322803916
214,1.4775380197249572
215,1.3677190122441065
216,1.5697921260120118
217,1.578493730319998
218,1.5836921533494663
219,1.693536827045199
220,1.3157788037027773
221,1.1587015303556938
222,1.3183803090487414
223,1.8168668048692462
224,1.2555044701403575
225,1.5565589118570935
226,1.3846392998855594
227,1.3406435157922858
228,1.4034811860154925
229,1.495008339483187
230,1.6621655166392777
231,1.5181093415655378
232,1.6213724934232556
233,1.4547939308958233
234,1.653879216008303
235,1.5072555061457111
236,1.551203956537887
237,1.3495179719983623
238,1.456877384040614
239,1.5832564783645502
240,1.3930041387176026
241,1.6032344796970837
242,1.3320651813763207
243,1.6257118537719555
244,1.2012896774377326
245,1.3875175643616575
246,1.2568943327077522
247,1.560122836149447
248,1.4802897205527523
249,1.491044740459963
