DATE,Quaterly returns
2004-07-01,0.039330043183432084
2004-10-01,-0.05360432102547056
2005-01-01,0.04568218879665601
2005-04-01,0.002662893370347753
2005-07-01,0.01588073042931468
2005-10-01,0.013426275578493567
2006-01-01,0.07324835872693543
2006-04-01,0.09273087363595468
2006-07-01,-0.04766460815831727
2006-10-01,0.04943038340818718
2007-01-01,0.06944248607443396
2007-04-01,0.0750989456545774
2007-07-01,-0.011420865254302201
2007-10-01,-0.044577298367682386
2008-01-01,-0.04643941512768212
2008-04-01,-0.036099633502916006
2008-07-01,-0.2598493607957296
2008-10-01,-0.21603045318214223
2009-01-01,-0.2099875234197488
2009-04-01,0.10325898307463982
2009-07-01,0.17024473331337509
2009-10-01,0.21373324216804146
2010-01-01,0.058497462448880426
2010-04-01,0.06332117435867426
2010-07-01,-0.11149526375993957
2010-10-01,0.14009974705846046
2011-01-01,0.049133565059262786
2011-04-01,0.032229401992577296
2011-07-01,0.02783624212007156
2011-10-01,-0.16497798325396273
2012-01-01,0.05534082791131528
2012-04-01,0.11867880653989323
2012-07-01,-0.03300791539423431
2012-10-01,-0.06547753433905701
2013-01-01,0.06685659078082681
2013-04-01,0.1446554918453293
2013-07-01,0.02382951214237334
2013-10-01,0.03580535163416792
2014-01-01,0.01043951998556881
2014-04-01,-0.05174806559423381
2014-07-01,0.0215423578466187
2014-10-01,-0.014093057933398562
2015-01-01,0.15858231887391913
2015-04-01,0.05346281929108386
2015-07-01,0.058981053882506906
2015-10-01,-0.09909214451740798
2016-01-01,0.004554884406652623
2016-04-01,0.018090096259481356
2016-07-01,0.041661260806626715
2016-10-01,0.10019506490810692
2017-01-01,0.030028385072761007
2017-04-01,0.014911038093369008
2017-07-01,0.009469158981344612
2017-10-01,0.027134815998069255
2018-01-01,0.05633915553961308
2018-04-01,-0.031094112367133536
2018-07-01,0.12729271670173542
2018-10-01,-0.016387096849205942
2019-01-01,-0.11120858889145144
2019-04-01,0.07246166360833373
2019-07-01,0.03965052278160366
2019-10-01,0.04851858489169417
2020-01-01,0.1182150330410879
2020-04-01,-0.2943099638268729
2020-07-01,0.018019030461470575
2020-10-01,0.009005377749821452
2021-01-01,0.13649433825321503
2021-04-01,0.03636525027546668
2021-07-01,-0.06538669655886775
2021-10-01,0.019673797881102156
2022-01-01,0.004068502691770026
2022-04-01,-0.1176141269636208
2022-07-01,-0.06445436525941113
2022-10-01,-0.09874865155705297
2023-01-01,0.08800971767440671
2023-04-01,0.10448587973349492
