Unnamed: 0,Communication Services,Consumer Discretionary,Consumer Staples,Energy,Financials,Health Care,Industrials,Information Technology,Materials,Real Estate,Utilities
2017-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-03,0.005917852423845875,0.014456976569425852,0.0013084762175126384,-0.004074757824293157,0.009136426176759733,0.006394537809608577,0.004968928597314164,0.003580316617755329,0.013181195261301206,0.012785974000265526,0.0029595577125056467
2017-01-04,0.003972228074542125,0.0031856511816904264,0.0017064368639843524,-0.004239566912553159,-0.009856624459918167,0.004199923233050583,-0.00372404111237986,-0.0011992190151402181,-0.0023239515344567665,0.005780537483344863,0.0009087529022402933
2017-01-05,5.944784286070681e-05,0.005339397833429433,-0.0009430971324889422,1.4521855633241944e-05,0.004197043522700211,0.003411876593328303,0.0051722801060991785,0.008011043269009513,-0.0011622622763802467,-0.0010749432166271991,0.002902761150600885
2017-01-06,-0.000584514876795195,7.387836074318508e-05,-0.0022555489653470658,-0.00477586378039878,-0.002669079512676811,0.001540943832034099,-0.002042701212191296,0.0005441467169953584,-0.00042184483611362343,-0.0018973687416199974,-0.004315845924660701
2017-01-07,-0.000593132902157769,6.75592061492335e-05,-0.0022656822637456215,-0.004804300368040334,-0.002680705167618453,0.001523223902452144,-0.0020511304551226236,0.0005289475426203116,-0.0004278648342755909,-0.0019054681972583076,-0.004338473144326414
2017-01-08,-0.000601771900649079,6.121911503996984e-05,-0.00227589957801709,-0.004833168151770648,-0.002692463064690855,0.0015060852227347461,-0.002059628152240729,0.0005140128751980343,-0.0004339055952772599,-0.0019136237250903516,-0.004361367871555058
2017-01-09,0.00037919920910955236,0.00534038016508543,-0.007149924062789249,-0.011437330561193611,0.003668844331346249,0.0048676025251881035,0.0032427797437284056,-0.0003993582094260009,0.0010739034389613598,-0.01224997288181691,-0.0026470167542848163
2017-01-10,0.0033308985187195305,0.0002112516324274911,0.003150901600424566,0.011599613841988432,0.004684604797717452,-0.009696576585913188,0.0052947688063220985,0.006163711368296181,0.0077335495361077955,-0.004161110501591252,0.009377554725023374
2017-01-11,-0.0004174548699197026,0.00218703041954337,-0.0006437751008394836,-0.005145797042382826,-0.007170628539647781,0.0005542189232651943,-0.0036832137748470366,-0.003807438208762361,-0.001765737415855473,0.004183661475284842,0.001282482336596404
2017-01-12,0.004842723124167738,0.0012433702355959333,-0.0008340255727768174,-0.002407887692239909,0.005464003955886826,0.0015979278134724785,0.0029368474859008033,0.002189648688110568,-0.0007602176242624168,-0.002484532059680918,-0.0016671700666494394
2017-01-13,-0.00011683498280689247,0.0002916674075600422,0.003109338168446491,0.0014303246763250322,-0.005571334251553323,-0.0007296712160750859,-0.0017786461252407377,-0.0011286924314746964,-0.0006397368342188481,0.002123091278347364,0.0027044294399938777
2017-01-14,-0.0001189220172099857,0.0002846116631409484,0.0030966946295454927,0.0014243651745764192,-0.005618181944589878,-0.0007368449666737985,-0.0017855298553297245,-0.0011401937634198363,-0.0006438643085065782,0.0021150132006149294,0.002695292681259562
2017-01-15,-0.00012099689205485405,0.00027760996329276387,0.0030841616499682075,0.0014184425438903245,-0.005665891175212027,-0.000744033049877475,-0.0017924514535677416,-0.0011519912239057576,-0.0006480107667908157,0.0021069853401595863,0.002686232167525677
2017-01-16,-0.00012305988737267888,0.0002706603397648602,0.0030717375924940735,0.0014125563324083447,-0.005714488822192926,-0.0007512364777406601,-0.0017994117991830191,-0.0011641058033722042,-0.0006521767935824919,0.0020990069098712656,0.00267724660497773
2017-01-17,-0.0004178582887927319,-0.0021226914154504205,0.0022472834427036004,-0.0027523506167468808,0.008145078516861066,-0.0020041622510773207,0.0038732057729254725,0.004116282476277319,0.005336516253550724,0.0018873167663657053,-0.0010759731195478356
2017-01-18,0.0003807447170129227,-0.0033594414866734475,-0.004091817252326732,-0.006915350953573584,-0.005870940373355262,-0.005581397315972179,0.004113047184055019,-0.002084011233692118,-0.00550917159710396,-0.009270436471165067,-0.008783865813399544
2017-01-19,0.004112733644803046,0.0003345055291976955,0.007350697393474688,0.005156129569277044,0.004528670582274016,-0.005604321144369099,-0.0004902108347813042,0.006532219139577226,0.008448041516131611,0.006363484676809303,0.0013676244103380459
2017-01-20,0.0024111423663760864,0.0008756593071610174,-0.0004479728815136449,-0.00371158050900511,-0.0019096118805704756,-0.0012406405228554311,-0.0024817347811470956,-0.0009567112041709378,0.0010405698857438464,0.0018791961454603572,-0.0015950766542860042
2017-01-21,0.0023934348467841947,0.0008597073813522028,-0.00045225837081905177,-0.0037321748793245086,-0.001916757866149944,-0.0012500972220615661,-0.0025026363175177334,-0.0010088989501264305,0.0010293762674519267,0.001871415626754712,-0.0015993819184751974
2017-01-22,0.002375902033747255,0.0008437118406121945,-0.0004565551458159725,-0.0037530455550856363,-0.001923961255742859,-0.0012596029825517627,-0.0025238008143786137,-0.0010656297383809894,0.00101829706648066,0.0018637006844052454,-0.0016037186129448096
2017-01-23,-0.003346885032132081,0.00938937212928689,0.007685202093486241,0.008257380307623744,0.011806914267481124,-0.005857339704888626,0.009917564671855537,0.012169914433986196,0.019405678785634227,4.182443160748834e-05,0.0003186737135305237
2017-01-24,0.005175640647609962,0.009987273650634608,0.0005878435320686647,0.004790619392253757,0.016363487270722243,0.007984076946130665,0.009788660181361014,0.009552928380687319,0.00503358299746773,-0.005947190658712487,-0.00014531802384384432
2017-01-25,0.0057720340179952655,-0.0029773236865672814,-0.004096663251471083,3.685042283093926e-05,0.0028392760366398235,-0.00710263863608405,0.00269248940872844,-0.003240766033290865,-9.264360528889008e-05,-0.0010185874234008383,0.0006541211362760439
2017-01-26,-0.00018648974145814637,-0.004314486594484397,-0.0059173808231386136,-0.008422573332786431,-0.004589848889708193,0.006689897662448068,-0.0019615583150021268,0.006433203698165814,-0.001972581302524821,-0.009195042102154423,-0.00011843360816422103
2017-01-27,-0.002822422389438762,-0.0010729705656986695,0.00034316475717409314,-0.0054132457851114296,-0.0024290607994654177,-0.001041447097019243,-0.0025089506106969637,-0.0018560133238728824,-0.002300316042398068,-0.0015044613670127348,6.077331214448852e-05
2017-01-28,-0.0028468443776960284,-0.001082101697302038,0.00034028497943696106,-0.005457720541325374,-0.002439593554651329,-0.001052438232762592,-0.0025253732228955406,-0.001866905898906035,-0.0023152146687696576,-0.0015143375893187142,5.8101662559958366e-05
2017-01-29,-0.0028715723629618114,-0.0010912704802490073,0.0003374172989465187,-0.005503149212977434,-0.002450216245670123,-0.0010634843879843878,-0.0025421018925564248,-0.0018778503068281336,-0.0023302642189011874,-0.0015243133572877513,5.542693468082589e-05
2017-01-30,-0.0009956719648243982,-0.004646684343205205,0.003368274937178858,0.00013795588308122093,-0.006631245645448279,0.013166266740483806,-0.009052251428971205,-0.006720250045362032,-0.00498886592165756,0.0067374429574713545,0.015590867131530352
2017-01-31,0.0021261543661217305,-0.002042083559924875,-0.005754800808071203,-0.00791579930464183,2.811626060060865e-05,0.004747854638402403,-0.0018155015491327653,0.005739786049707312,0.003544695272861064,-0.012001524357860333,-0.018071971322716048
2017-02-01,-0.007972763254959428,0.0020163833162169416,0.008643681225585651,0.00579598929416785,-0.004315972543597931,-0.0007128170003183294,-0.001923465052680341,0.0021034264024336704,-0.004612846391800604,0.012360249049404411,0.008553003311491164
2017-02-02,0.002275130821547927,-0.005317511959825303,0.0049788104976171525,0.006697577443213496,0.019789428465269213,0.005564071693953185,0.007929621225905088,0.008787294631337105,0.0015318773155056906,0.006182355724597777,0.001487682317616405
2017-02-03,-0.0007080767989245944,-0.00015970432013042744,-0.0015697929981334454,-0.00213346629474571,-0.0012014492682131455,-0.0002591449940197282,0.00016609292748903236,0.00024613359899382795,-0.0005166103038985474,-0.0018103527600603834,-0.0005115778109165809
2017-02-04,-0.0007148830024760012,-0.00018476704862347448,-0.0015769313564761977,-0.0021639945027270508,-0.001205737448935583,-0.00026791569329934613,0.00015922746301114994,0.00023542947800655098,-0.0005297940549073496,-0.0018255490907407663,-0.0005137803406388192
2017-02-05,-0.0007217121571506766,-0.0002089096244161531,-0.0015841572616441173,-0.0021937276472406837,-0.0012100465991047875,-0.0002767469058780343,0.00015236963338840674,0.00022511533428062617,-0.0005429201248861138,-0.001840874653553618,-0.0005159909191521036
2017-02-06,0.0024464077358219934,-0.00048566755138681794,0.008368856014008889,-0.01369739658357778,-0.0019737094756391163,0.0012580627890885813,0.0015413265760482202,0.003580029596791495,-0.007176798078981684,-0.0015070335444312502,0.0018832602412076516
2017-02-07,0.0033042774816103,0.008546612619610837,0.004334281600620787,-0.00041616260178689926,-0.007844790256305722,-0.0019947644465095533,-0.0014507514027732116,0.0005983690339696446,0.00284357214870815,0.009033924898418802,0.008162891037227804
2017-02-08,0.0023613654754904775,0.007958094761575194,0.005001621304400483,0.009303410308708942,0.013477865714731842,0.0036267469612092447,0.007504744807461117,0.0040346441336243585,-0.0020106917599274255,0.0029941649464133493,-0.008411231359987063
2017-02-09,0.005279161556662257,0.006698982668131329,-0.0026018331156719226,0.006620715379847441,0.0023414901287577066,0.0018515474357221424,0.007460375516805334,1.8050492736592486e-05,0.0076488384999238825,0.0050550888577827625,0.006253363974975239
2017-02-10,-0.0007369121974696556,0.0010420953059812645,0.0001479440996210676,0.00042353404202729195,0.003708280247284243,0.0021265726378317624,0.003148729429661471,0.0022907452999361717,0.0020638102685019304,0.0017969475844121286,0.0012508051696891662
